raw_skill_name,category,skill_normalized,cluster_id,auto_canonical,override_canonical,final_canonical,raw_count
workload estimation,Engineering Concepts & Methodologies,workload estimation,2542,workload estimation,,Engineering Concepts & Methodologies Other,1
leading or coordinating a small development team,Soft Skill,leading or coordinating a small development team,6434,leading or coordinating a small development team,,Soft Skill Other,1
native editor,Other,native editor,3309,native editor,,Other Other,1
global service operation & development,Domain Knowledge,global service operation & development,5060,global service operation & development,,Domain Knowledge Other,1
Open Source contribution,Other,open source contribution,1312,open source contribution,,open source contribution,1
open source contribution,Other,open source contribution,1312,open source contribution,,open source contribution,1
UI/UX development,Design & UX,ui ux development,3650,ui ux development,,Design & UX Other,1
reusable UI components/libraries,Framework / Library,reusable ui components libraries,3428,reusable ui components libraries,,Framework / Library Other,1
Robolectric,Testing & QA,robolectric,3665,robolectric,,Testing & QA Other,1
Android-based IVI,Domain Knowledge,android based ivi,2921,android based ivi,,Domain Knowledge Other,1
Car Framework,Framework / Library,car framework,2762,car framework,,Framework / Library Other,1
Services,Engineering Concepts & Methodologies,services,170,services,,services,1
Broadcast Receivers,Engineering Concepts & Methodologies,broadcast receivers,1402,broadcast receiver,,broadcast receiver,1
Content Providers,Engineering Concepts & Methodologies,content providers,541,content platforms,,content platforms,1
Treble Architecture,Engineering Concepts & Methodologies,treble architecture,6440,treble architecture,,Engineering Concepts & Methodologies Other,1
backend engineering,Engineering Concepts & Methodologies,backend engineering,789,backend engineering,,backend engineering,1
MuleSoft,Tool & Platform,mulesoft,3544,mulesoft,,Tool & Platform Other,1
Amazon Web Service (AWS),Infrastructure & DevOps,amazon web service (aws),4678,amazon web service (aws),,Infrastructure & DevOps Other,1
NewRelic,Infrastructure & DevOps,newrelic,4775,newrelic,,Infrastructure & DevOps Other,1
Newrelic,Infrastructure & DevOps,newrelic,4775,newrelic,,Infrastructure & DevOps Other,1
AWS CodePipeline,Infrastructure & DevOps,aws codepipeline,2550,aws codepipeline,,Infrastructure & DevOps Other,16
integration principles,Engineering Concepts & Methodologies,integration principles,196,ai integration,,ai integration,1
cloud‑based architectures,Infrastructure & DevOps,cloud‑based architectures,48,cloud computing,,cloud computing,1
containerised workloads,Infrastructure & DevOps,containerised workloads,2646,containerised workloads,,Infrastructure & DevOps Other,1
non‑functional requirements,Engineering Concepts & Methodologies,non‑functional requirements,2511,non functional requirements,,non functional requirements,1
ArchiMate,Other,archimate,1880,archimate,,archimate,4
utilities,Domain Knowledge,utilities,2295,utilities,,Domain Knowledge Other,4
customer platforms,Domain Knowledge,customer platforms,4769,customer platforms,,Domain Knowledge Other,1
AI‑assisted tools,Tool & Platform,ai‑assisted tools,1698,ai tools,,ai tools,1
AI-automation testing,Testing & QA,ai automation testing,323,automation testing,,automation testing,1
Perplexity,Tool & Platform,perplexity,4895,perplexity,,Tool & Platform Other,1
Application Life Cycle Management,Tool & Platform,application life cycle management,2013,application life cycle management,,application life cycle management,1
kiểm thử tự động Web UI,Testing & QA,kiểm thử tự động web ui,489,kiểm thử tự động web,,kiểm thử tự động web,1
Protractor,Testing & QA,protractor,1985,protractor,,Testing & QA Other,1
Robot,Testing & QA,robotics,1304,robotics,,robotics,1
contract-based testing,Testing & QA,contract based testing,1316,contract testing,,contract testing,1
programming/scripting languages,Programming Language,programming scripting languages,3742,scripting languages,,scripting languages,1
responsive testing,Testing & QA,responsive testing,3109,responsive test,,responsive test,1
ISTQB certification,Other,istqb certification,560,istqb certification,,istqb certification,9
api/rest,Testing & QA,api rest,2833,restful api,,restful api,1
kiểm thử tính năng,Testing & QA,kiểm thử tính năng,1689,kiểm thử thăm dò,,kiểm thử thăm dò,1
load/performance,Testing & QA,load performance,4632,load performance,,Testing & QA Other,1
Mobile automation test,Testing & QA,mobile automation test,1002,mobile automation test,,mobile automation test,1
mentoring/ coaching,Soft Skill,mentoring coaching,148,mentor team,,mentor team,1
Compliance Test,Testing & QA,compliance test,2296,compliance test,,Testing & QA Other,1
Java Script,Programming Language,java script,882,java script,,Programming Language Other,4
testing life cycle,Testing & QA,testing life cycle,1983,testing lifecycle,,testing lifecycle,1
Automotive Embedded,Embedded & Firmware,automotive embedded,194,automotive embedded,,automotive embedded,1
UDS ISO144229,Other,uds iso144229,1704,iso26262,,iso26262,1
FBL (Flash Bootloader),Embedded & Firmware,fbl (flash bootloader),2757,fbl (flash bootloader),,Embedded & Firmware Other,1
Infineon Tricore,Embedded & Firmware,infineon tricore,5427,infineon tricore,,Embedded & Firmware Other,1
Renesas SOC,Embedded & Firmware,renesas soc,2605,renesas soc,,Embedded & Firmware Other,1
Vector CAN,Embedded & Firmware,vector can,2495,vector can,,Embedded & Firmware Other,1
Lauterbach,Embedded & Firmware,lauterbach,5652,lauterbach,,lauterbach,1
FlashEEPROM,Embedded & Firmware,flasheeprom,1580,adobe flash,,adobe flash,1
memory layout,Embedded & Firmware,memory layout,3327,memory layout,,Embedded & Firmware Other,1
software development process,Engineering Concepts & Methodologies,software development process,563,software development,,software development,9
Software Development Process,Engineering Concepts & Methodologies,software development process,563,software development,,software development,1
Automotive Embedded System,Domain Knowledge,automotive embedded system,194,automotive embedded,,automotive embedded,1
Linux Embedded System,Domain Knowledge,linux embedded system,3133,embedded linux,,embedded linux,1
HW driver,Embedded & Firmware,hw driver,1058,hw driver,,Embedded & Firmware Other,1
Compiler,Tool & Platform,compiler,1636,compiler,,compiler,1
Bashscript,Programming Language,bashscript,1360,bashscript,,Programming Language Other,1
Embedded Linux Driver,Embedded & Firmware,embedded linux driver,2312,embedded linux driver,,Embedded & Firmware Other,1
Hardware Manual,Embedded & Firmware,hardware manual,64,hardware,,hardware,1
Data sheet,Embedded & Firmware,data sheet,3829,data sheet,,Embedded & Firmware Other,1
AUTOSAR Classic Platform,Other,autosar classic platform,5794,autosar classic platform,,Other Other,1
AUTOSAR Configuration Tools,Embedded & Firmware,autosar configuration tools,523,autosar tools,,autosar tools,1
ECU Spectrum,Embedded & Firmware,ecu spectrum,5803,ecu spectrum,,Embedded & Firmware Other,1
emulators,Tool & Platform,emulators,1757,emulators,,Tool & Platform Other,1
simulators,Tool & Platform,simulators,344,simulator,,simulator,1
test equipment,Testing & QA,test equipment,2041,test equipment,,Testing & QA Other,1
multi-task,Engineering Concepts & Methodologies,multi task,737,manage multiple tasks,,manage multiple tasks,1
multi-process programming,Engineering Concepts & Methodologies,multi process programming,2519,multi process programming,,Engineering Concepts & Methodologies Other,1
GUI frameworks,Design & UX,gui frameworks,3878,gui frameworks,,Design & UX Other,1
front-end applications,Domain Knowledge,front end applications,1487,front end applications,,Domain Knowledge Other,1
present information,Soft Skill,present information,3948,present information,,Soft Skill Other,1
API specification,Engineering Concepts & Methodologies,api specification,911,api specification,,api specification,1
sequence diagram,Engineering Concepts & Methodologies,sequence diagram,2324,sequence diagram,,sequence diagram,1
idempotency,Engineering Concepts & Methodologies,idempotency,3153,idempotency,,Engineering Concepts & Methodologies Other,9
database schema,Database,database schema,4739,database schema,,database schema,1
Open Banking,Domain Knowledge,open banking,2442,open banking,,Domain Knowledge Other,9
Embedded Banking,Domain Knowledge,embedded banking,1926,embedded banking,,Domain Knowledge Other,1
Babylon.js,Framework / Library,babylon js,1268,babylonjs,,babylonjs,1
3D graphics,Design & UX,3d graphics,1562,3d graphics,,3d graphics,1
Virtual Spaces,Domain Knowledge,virtual spaces,4062,virtual spaces,,Domain Knowledge Other,1
Web 3D platforms,Domain Knowledge,web 3d platforms,4737,web 3d platforms,,Domain Knowledge Other,1
designing scalable systems,Engineering Concepts & Methodologies,designing scalable systems,809,designing scalable systems,,designing scalable systems,1
message queuing systems,Infrastructure & DevOps,message queuing systems,1690,message queuing,,message queuing,1
asynchronous communication patterns,Engineering Concepts & Methodologies,asynchronous communication patterns,2121,asynchronous messaging,,asynchronous messaging,1
CRM software,Domain Knowledge,crm software,2913,crm software,,crm software,1
VoIP telephony systems,Domain Knowledge,voip telephony systems,1703,voip telephony systems,,Domain Knowledge Other,1
collaborate effectively,Soft Skill,collaborate effectively,3106,collaborate effectively,,Soft Skill Other,1
distributed architectures,Engineering Concepts & Methodologies,distributed architectures,166,distributed computing,,distributed computing,1
retail inventory,Domain Knowledge,retail inventory,3108,retail inventory,,Domain Knowledge Other,1
API & performance optimization,Engineering Concepts & Methodologies,api & performance optimization,668,performance optimization,,performance optimization,1
NGINX reverse proxy caching,Infrastructure & DevOps,nginx reverse proxy caching,5661,nginx reverse proxy caching,,Infrastructure & DevOps Other,1
Database tuning,Engineering Concepts & Methodologies,database tuning,3180,database tuning,,Engineering Concepts & Methodologies Other,1
database tuning,Engineering Concepts & Methodologies,database tuning,3180,database tuning,,Engineering Concepts & Methodologies Other,4
caching architecture,Engineering Concepts & Methodologies,caching architecture,4417,caching architecture,,Engineering Concepts & Methodologies Other,1
Sports domain,Domain Knowledge,sports domain,5075,sports domain,,Domain Knowledge Other,1
realtime,Engineering Concepts & Methodologies,realtime,1229,real time,,real time,1
production systems,Infrastructure & DevOps,production systems,589,production systems,,production systems,9
xây dựng Restful API đáp ứng tải lớn,Engineering Concepts & Methodologies,xây dựng restful api đáp ứng tải lớn,1813,xây dựng restful api đáp ứng tải lớn,,Engineering Concepts & Methodologies Other,1
tối ưu hiệu năng phần mềm,Engineering Concepts & Methodologies,tối ưu hiệu năng phần mềm,59,software quality engineering,,software quality engineering,1
multithread,Engineering Concepts & Methodologies,multithread,1192,multithreading,,multithreading,1
Multithread,Engineering Concepts & Methodologies,multithread,1192,multithreading,,multithreading,4
concurrent,Engineering Concepts & Methodologies,concurrent,1924,concurrent,,Engineering Concepts & Methodologies Other,1
SQL databases,Database,sql databases,320,sql databases,,sql databases,25
API Web Services,Engineering Concepts & Methodologies,api web services,1249,web service,,web service,1
Java core Back-End,Programming Language,java core back end,3888,java core back end,,Programming Language Other,1
Multi-processing,Engineering Concepts & Methodologies,multi processing,858,multi processing,,multi processing,4
Hash table,Engineering Concepts & Methodologies,hash table,3001,hash table,,Engineering Concepts & Methodologies Other,4
tiêu chuẩn bảo mật,Domain Knowledge,tiêu chuẩn bảo mật,1197,chứng chỉ bảo mật,,chứng chỉ bảo mật,1
thiết kế CSDL,Engineering Concepts & Methodologies,db design,1974,db design,,db design,1
mockup API,Testing & QA,mockup api,180,openai api,,openai api,1
tài liệu đặc tả kỹ thuật,Engineering Concepts & Methodologies,tài liệu đặc tả kỹ thuật,783,bài viết kỹ thuật,,bài viết kỹ thuật,1
Database schema,Engineering Concepts & Methodologies,database schema,4739,database schema,,database schema,1
swagger APIs,Tool & Platform,swagger apis,3025,swagger apis,,Tool & Platform Other,1
Cloud Infrastructure (AWS),Infrastructure & DevOps,cloud infrastructure (aws),413,aws cloud platform,,aws cloud platform,1
OpenSearch,Database,opensearch,3227,opensearch,,opensearch,16
high-traffic APIs,Engineering Concepts & Methodologies,high traffic apis,1089,high traffic apis,,high traffic apis,1
Digital Asset Management (DAM),Domain Knowledge,digital asset management (dam),1788,digital asset management,,digital asset management,1
scalable systems,Engineering Concepts & Methodologies,scalable systems,451,scalable systems,,scalable systems,4
lập trình Website,Domain Knowledge,lập trình website,498,website development,,website development,1
.NET 6/7/8,Framework / Library,net 6 7 8,6789,net 6 7 8,,Framework / Library Other,1
